0	1	Sentiment
liberals apparently think no one has rights unless having those rights furthers the leftist agenda  i see it again and again and again	NOT	NEG
andy like ur reflex use of cliches n slogans u must practice a lot have u thort of writing for a greeting card company	NOT	POS
you people are so laughable leave them alone she is gonna be great	NOT	POS
and now tyler is going out of his way to assure haleigh she is staying this week rollingonthefloorlaughing where is this immaculate game play you claim pathetic jury management more like	NOT	POS
looks like my sylvester and he looks like a skunk love him to pieces though he is so sweet my girl cat has a unique personality she is sweet but has her moments	NOT	POS
you challenged  libtards im heremy thoughts on gun control are simple assault weapons should be banned for civilians i don t remember   people murdered in  with a hammer i own a hand gun for protection i support our nd amendment	NOT	NEG
why do you think it really doesnt matter who shes representing  we know its not the people by extension we know she lies pretending she is weighing the evidence she is always only looking for an excuse for her votes supporting whoever owns her	NOT	POS
this argument that boyhood does not deserve scrutiny only seems to apply to white boys amp men of high socioeconomic status kavanaugh should be judged for who he is today influential political voices mostly conservatives argue not what he supposedly did in high school	NOT	NEG
do not cancel the vote on kavanaugh do not fall prey to the lying filthy liberals  tell flake to shut up  america is sick of this bs from the left	OFF	NEG
the democrats do not care they are out to destroy does not matter just so they are republicans amp conservatives exclamationquestionmark	OFF	NEG
a band of liars eric has a big l on his forehead  he is so disgusting  who votes for these people or dont they really it has to be rigged	OFF	NEG
you are very creative	NOT	POS
better call cruz is as slimy a piece of the perverted former gop and a prime example of why those used to be decent republican conservatives  need to  vote for beto	OFF	NEG
joe scarborough still hasnt answered for the young woman that was found dead on his office he is s lying chickenshit	OFF	NEG
hana amp hina after school its an lgbt love story and i got it for my best friend and read half and the next day went back to the comic con and bought myself the series facewithtearsofjoy	NOT	POS
if gun control worked chicago would be a safe place it isnt if national gun control worked mexico would be a safe place it isnt dont believe the lyes did alcohol prohibition work no did drug prohibition work no will gun prohibition work no	NOT	NEG
anti abortion is not about the sanctity of life its about the subjugation of women if it was about life then the paradox you point out would not exist and gun control would be pursued	NOT	NEG
gender isnt the same as sexuality but thinkingface you tried also im trans so johnnys trans if i say he is thanks	NOT	POS
you are a bad ass keep fighting for us twohearts	OFF	NEG
check this ad out super creepy  people are pointing out a disturbing problem with this republican election ad	OFF	NEG
hey we just want everyone to know that you are for potus and unitedstates  maga unitedstates unitedstates beamingfacewithsmilingeyes beamingfacewithsmilingeyes collision collision fire fire clappinghands clappinghands wavinghand wavinghand flexedbiceps flexedbiceps flexedbiceps okhand okhand thumbsup thumbsup	NOT	NEG
bitch i know my body is ready facewithtearsofjoy	OFF	NEG
there is only one reason why christine blasey ford wont testify against kavanaugh despite her serious allegations  she cant testify under oath shell be a willing dem but doesnt want to perjure herself  less than  days until nov election  potus trump maga kag news	NOT	NEG
we are in this mess because people are stupid and lazy thats why the conservatives are in and shes screwing us over	NOT	NEG
even kavanaugh said roe v wade is a settled law she is spewing a narrative that does not exist trump also said the same	OFF	POS
you are my only friend on twitter  i joined this ciansa front group to keep the lion meat fresh  but there are alternatives that are not enmeshed in the anal cavity of the deep state perhaps you might consider them  i would switch in a ny heartbeat and close the account	NOT	POS
someone  needs to give this woman a puppy  she is not enjoying life	NOT	NEG
and we pro americans are embarrassed and sick of you anti america liberals  there are plenty of countries with the lefts ideology already in place move there	OFF	NEG
great list ty just a heads up i only fb maga profiles please update your profile if i havent followed you back lets maga	NOT	POS
i like that primatives perfectly describes the democrats and liberals metoo resist antifa	NOT	POS
then support meaningful gun control and there wouldnt be atrocities like that to use  dont want them raising money for good causes eliminate the disasters  trumpisamoron  stopkavanaugh  nytimesopedbyqanon	NOT	NEG
there aint no maga hats sold here but that dont stop me from wanting to maga	NOT	POS
awesome q meme on that	NOT	POS
the voters have decided about gun control they have gotten bloodshed on a daily basis	NOT	NEG
why plenty of people have taken a stance in favor of common sense gun control and it doesnt mean jack shit since they dont have a plan for common sense gun control  would it really help to have the asb and asa also spouting empty buzzwords	OFF	POS
yup fooled antifa threw big ol fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh	OFF	NEG
follback	NOT	POS
yes as fuck	OFF	NEG
the same leftwing lie the economist seems a teenage antifa facebook post	NOT	POS
he is my ultimate bias	NOT	NEG
i think she is lying	NOT	NEG
there is a point where even liberals must question motives	NOT	POS
my face was so close to the concrete bitch i couldve probably stuck my tongue out and lick it	OFF	NEG
she is my favorite person	NOT	POS
she is referring to briefs underwear  or as the white folks say tighty whities	NOT	POS
do not donate she is picking and choosing who she donates to being reported	NOT	POS
bizarre story and more to it once she is charged formally glad she is off the streets and certainly concerned if there are more clueless cops like her out there protecting us	OFF	POS
liberals behave as if laws and rules are for other people canada needs to rid itself of their corruption	NOT	POS
loll he is	NOT	POS
liberals dont like to be pushed around  conservatives arent supposed to be autocratic we are  you know youre winning when theyre shouting exceeds their understanding of rules based law  best way to watch liberals heads explode is for cons to be more unpredictable	NOT	POS
no liberals calling for to resign	NOT	NEG
elon sometimes opens his mouth only to replace one foot with the other	OFF	POS
seems i just read that somewhere wthe words liberals in place if trump supporters plagarismbest	NOT	POS
i dont give a damn about a tough niggah facewithtearsofjoy	NOT	POS
well hes complimenting her body which she is clearly very proud of as shes naked in every episode	NOT	POS
poetic words comradeim going to have them printed on tshirts soon to be available at the antifa store	NOT	POS
and why do all the issues about pc only focus on liberals what about conservatives on kneeling on fake patriotism or republicans freaking out over an abortion	OFF	NEG
funny thing i just asked a cop about this he said anybody trying to steal your weapon you have a rock solid case against for self defense on the other hand if the antifa shoots anybody they will get murder  because stealing a weapon is premeditation	NOT	NEG
and the issue is much greater than gun control	NOT	POS
if obamas lips are moving then he is lying	OFF	NEG
culture of our nation culture exists what culture is that because its not the american culture it once was	NOT	POS
is arguing that gun control laws  a violation of peoples rights   even the conservative scalia specified that gun regulations are consistent w a and courts have repeatedly upheld most gun restrictions	NOT	NEG
dirk isnt a plumber he is top  all time dan majerle and danny ainge shoudnt be mentioned in the same breath as him	NOT	POS
wtf   already thin d backfield just got thinner	NOT	NEG
a letter she wrote was used as an exhibit by the aclu in their lawsuit against the trump administration on family separations at the border she sounds connected	NOT	NEG
the war on honest conservativesantifa	NOT	NEG
in the uk we are desperately trying to protect our national health service free at the point of delivery from right wing conservatives who admire the american model	NOT	POS
he always was in on it	NOT	POS
everybodyredheart fullmoonface royguitarayerssaxophone maga trump usa	NOT	POS
he is not wrong	NOT	POS
judge dismisses lawsuit of berkeley student injured at protest of yiannopoulos event  tcot maga rednationrising	NOT	NEG
we are calling you an operative  or shill and more important a bigot for refusing to apologize for your actions to a woman just because she is not a scientologist you wont even acknowledge what you did or defend or explain it despite how many times it has been asked already	OFF	NEG
happening to lecor and i where our frame rate is down by a decent amount and frame drops	NOT	POS
expectus to work our asses off for gunsensecandidates  gotv  throwthemout	OFF	POS
murda fucker	OFF	NEG
yeahhhhh i will admit to being a destiny  cayde liker but god they just made him suck in	OFF	NEG
they lie about firearms they call the ar a fully semiautomatic assault rifle they push gun control  they say donald trump is racist and hates mexicans  they say he colluded with russia  so yes they lie	OFF	NEG
i rode once in  with rebecca and she is so nice and such an athlete womanmountainbiking flexedbicepslightskintone	NOT	POS
and then wana talk shit when you play something they dont know but the song be fire and end up blowing up then later becomes they song manfacepalmingmediumdarkskintone	OFF	NEG
holders day is coming soon	NOT	POS
hows not going low been working for conservatives	NOT	POS
it would mean so much of an amazing girl could have some advice from you she is finally following her dream of being a photographer and would love some tips her photos are amazing already so i know she is gonna be an even more amazing later onfaceblowingakiss	NOT	POS
your trash but she would have been  a great coach if you wouldnt listen to zodiac but you are sagittarius you hate to be told what you can or cannot do like the coach from michigan wolverines hshshahhsjjjsjsjs you keep praying  now you hear	OFF	POS
what i say about being a little pussy and saying shit behind peoples back	OFF	NEG
says the guy who thinks that labor australian equivalent of usa liberals are socialists facewithrollingeyes	NOT	POS
you are a sick person	OFF	NEG
i better use some tic tacs just in case i start kissing her you know im automatically attracted to beautiful  i just start kissing them its like a magnetjust kiss i dont even wait and when youre a star they let you do it you can do anything	NOT	POS
you sir are correct there are so many good men she is completely out of line	NOT	POS
ahh i miss them sm redheart redheart	NOT	NEG
anyone else think that franken resigned over way more than what we actually witnessed and heard	NOT	NEG
a horrendous act of course conservatives lie like they breath and are just generally awful human beings i dont doubt the victims story even a tiny bit	OFF	NEG
you are probably wondering why we was frontin about them i forgot to add that my father told us that their grandparents were coming over to check on us and they never did for the whole day but they decided to do it now so we forgot we ran as fast as we could to the house facewithtearsofjoy	NOT	POS
my sister and her husband have been married  years as of next week she is a tough act to follow my first marriage ended after	NOT	NEG
gun control has everything to do with punishing conservatives	OFF	NEG
tories labour ge conservatives conservatives introducing new laws for small businesses that will  checkmark help the uks m small businesses access finances easier checkmark provide a bn longterm boost to the economy  we	NOT	POS
okay thats enough with the a and c shit they dont care and neither should we	OFF	NEG
such support spooky at my lowest moment	NOT	POS
but you are the coolest dude	NOT	POS
we do have a few outages reported in toronto   heres a link to our outage map to see if you are in one of the defined spots  sc	NOT	POS
you cant pretend to care about women when only those attacking conservatives count got it clappinghands clappinghands clappinghands zanyface	NOT	NEG
yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent	OFF	NEG
more people scared of what the liberals will think and say about them this is rampant around conservatives  the only ones who ever stopped giving them that power were the trump movement and they absolutely won everything including the internets	NOT	POS
do you support our potus please help by retweeting and following after voting  follow follow follow faceblowingakiss maga kag trump	NOT	POS
i dont think at your job is the place to protest perceived police violence or whatever you are protesting if you really cared go to your local pd and protest there taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant	OFF	NEG
elizabeth warren fundraises off sexual misconduct allegation against kavanaugh via	NOT	POS
wont matter to me cannot stand all those holier than thou liberals somebody told them society beloeve they are brilliant experts on politics hehe facevomiting	NOT	POS
hopefully she beats the shit out of the chair ump in australia to really show them	OFF	POS
wow wonder what he is doing	NOT	POS
i said the same thing today lol	NOT	POS
hell be in the loony bin by then	NOT	NEG
congratulations you are on no blocklists that we can find by scraping publicly available blocktogether lists  please check my follows for people incorrectly blocked	NOT	POS
yes he is  but he still wont be fired	NOT	POS
conservatives and republicans alike should recieve and give forgiveness gimme peace fam	NOT	POS
if you are into comedy movies the galpal flick bookclub is both funny and heartwarming diane keaton jane fonda candice bergun and mary steamburgen are just part of the fantastic cast made me laugh from beginning to end	NOT	POS
milk is meant for calves not humans give your head a wobble	NOT	POS
listen people queen is right this is not a game this is war backhandindexpointingup backhandindexpointingup backhandindexpointingup backhandindexpointingup backhandindexpointingup collision collision enragedface enragedface enragedface enragedface	NOT	NEG
you are going to become of kod just like the famous	NOT	POS
i dont think he is a sociopath  i think he knows what he did and he knows he is lying	NOT	NEG
minus backhandindexpointingrightdarkskintonegun control groups putting millions into elections	NOT	POS
which blood if you like baff in the blood you dun see am breez and nips is that you are looking ehen that one you just looked at nao ehen grinningsquintingface grinningfacewithsweat	NOT	POS
ill bow out of this one  i was gonna reply but no matter how i worded it it sounded liketake the camera and shove it up your ass lol	OFF	NEG
behind bars with a orange jumpsuit for all her crimes dating back to arkansasalong with billy globalist deplorableshe is karma is a bitc and it needs to call on killary this year for sure  time to pay your dues hillary rodham clintonlucerferian	OFF	POS
why do affluent liberals like cooper who claim to support diversity usually live in areas without much diversity	NOT	POS
i dont trust kanye right now i might not like that shit	OFF	NEG
shits about to hit the fan maga	OFF	NEG
calm down you loon kavanaugh is already confirmed and you know it make plans for alternate employment after the trumptrain train disembowels the democrat party in this country starting with removing roevwade then buildthewall then maga	NOT	POS
yes he is facewithtearsofjoy facewithtearsofjoy shhh	NOT	POS
well you are wrong avenatti may not like trump as most people dont but he has made things better for his client and that what he is paid for	NOT	POS
angelina is so funny at rhe wrong times imngonna shoot this bitch uppdoals	NOT	NEG
i lost my shit and everyone in class is judging me lmao	OFF	NEG
and dont forget supplymanagement he has been stubbornly clinging to that that tax it also distorts all of international trade deals just makes life less affordable for the average working family only the liberals	OFF	NEG
you are a nut	NOT	POS
yeah andwhats the point of this article trying to demonize him for meeting with lawyers he has a right to defend his character he also has the right to file a defamation of character case against this woman and sen feinstein democratsliberals are pathetic ridiculous	OFF	NEG
heard jeff hardy thought that the stoneman douglas victims were right and that gun control should be improved in the usa which pissed off randy	NOT	NEG
she is  facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy	NOT	POS
lots of info coming out today patriotsunite  patriotsfight  wwgwga  growthenetwork  makeamericagreatagain  keepamericagreat thegreatawakening  thestormisuponus  theeyeofthestorm maga  kag  iloveamerica  hundredpoints unitedstates eagle	NOT	POS
yayyyyy love u guys sm	NOT	POS
im so sorry for what you are dealing with hope the next place will be much better smilingfacewithsmilingeyes	NOT	POS
clappinghandslightskintone good job sarcasm also great they have gun control laws its saving lives more sarcasm	OFF	POS
gunslinger girl usagunslinger      retweet if you think that antifa is a domestic terrorist organization  nou nou wat een desinfo	NOT	NEG
his endorsement of cindy hyde smith is a major disconnect shes a former democrat with a shady gun control past	NOT	POS
i cant talk to anyone so if i answered your message you are so special for me	NOT	POS
dearprofessorford i want you to know that i have zero respect for you amp your antifa style attack on kavanaugh you thought you were going to drop a bomb with your face covered amp blow up a good mans life you have been exposed for the political hack that you are  shame on you	OFF	NEG
why did feinstein not come forward with that letter  weeks ago then  no need then to question him way back then   lol you liberals are very funny  i am sure the  metoo movement appreciates the set back you all just gave it	NOT	POS
scaramucci cashing in on the donald  taking those blue collar folks for every last penny  lmao at the maga folks  suckers	OFF	POS
agreed bring your dollar bills	NOT	POS
this smells like another funding of george soros follow the money yenbanknote trail  that woman most likely never knew judge kavanaugh liberals are running scared because the judge has conservative christians values the man has an impeccable portfolio finestines a dirty politician	OFF	NEG
lokk at july  when i said gordon would be cut for drugs and you called me a dipshit	OFF	NEG
you are such a generous gal bringing steam and spending your time to give to others thank you for everything you do help this planet redheart rocket	NOT	POS
side note im always amazed when conservatives say yknow americas xcultureinstitutionetc isnt perfect but its better than the entire rest of the world like really tucker youve examined every other justice system in the world and determined ours to be the best	NOT	POS
fallon is a woosy	OFF	POS
who is this she is truly a little goddess twohearts	NOT	POS
were so far beyond tax returns this crap affects all americans and liberals are too stupid to wake up and understand whats really going on step aside the adults are here to do it	OFF	NEG
just dont go to bank of america unless you are ready to prove that you are citizen every time you want to get your money out of your account	NOT	POS
the unhinged republican party i have a question why do you want the wall and not gun control in america  when a illegal immigrant does something the unhinged republican party talk about the wall but when a school shooting happens the unhinged republican party is mute	OFF	POS
achtung  its today vote now being question by hungarian	NOT	POS
beto is a joke	OFF	POS
everyone knows brown is crazy	OFF	NEG
she is seeing the world through her eyes u have to wonder what kind of life she has lead to be so hateful i feel sorry for her if we want to show our worth we should be compassionate not start a witch hunt when you do that you are part of the problem not the solution	NOT	NEG
look st this bullshit	OFF	NEG
antifa rocker d	NOT	POS
how much you want to bet they spent these months staging this whole thing  then announce the week of the voting so they could call for a delay just like they did an hour ago  waiting to win in nov to stop it  get out to vote conservatives maga	NOT	POS
its been widely reported this is just one source  only those with a vested interest in the status quo would willfully ignore the issue	NOT	POS
how very white male republican of you maga	NOT	POS
same here you got a follow great talk on my way home from work time to be the vampire and sleep during the day	NOT	POS
now do gun control	NOT	NEG
oh my godfacevomiting facevomiting facevomiting facevomiting	NOT	POS
you are way to good at this	NOT	POS
you mean like gun control policies to try to reduce school shootings or just ones that you like	NOT	POS
how because theyve been brainwashed by obama and the media and theyre full of hate for conservatives	OFF	NEG
funny  so then why do democrats and mainstream media figures see don lemon defend antifa	NOT	POS
president trumps order to declassify fisa docs and text messages just proves he is keeping his campaign promise and working to draintheswamp   breaking fisadocs declassified deepstatecorruption politics maga	NOT	POS
what happened to your kids  how are they still alive you are a backstabber and a fraud	OFF	NEG
ill bet if award shows trash christians and conservatives even more their ratings will really bounce back	NOT	POS
case and point society through mind manipulation is causing people to do horrendous things hurting weaker creatures is a sign of a deeply troubled individual but yet the left focuses more on gun control than on getting to the core of the mental health of the people	NOT	NEG
simply cannot accept failure former president harry truman he is not trump will always look to blame others	NOT	NEG
like unemployed libleft antifa sjw parent basement dwellers	NOT	POS
personally i prefer my antifascism in the form of a nonnewtonian fluid oobleck antifa	NOT	POS
was on fire a brutal match after long time jeff lost was unexpected hope he is fine after the fallredheart facescreaminginfear wwe hiac	NOT	NEG
deplorables are resolved to maga	NOT	POS
fuck this  he acted like the father of the girl killed at parkland was a bug  instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an ar	OFF	NEG
hes obviously a bitch	OFF	NEG
the are currently polling  chuka khan will lose london to the tories at next mayoral election but thats the aim of the blairite cosplaying tories keep the conservatives in power stop any real alternative to the financial services nd british empire gaining power	NOT	POS
i just know my family lives out west hard core conservatives they love bernier all their friends love him that is going to split the party alberta is huge pc block not my politics but you cant choose family facewithrollingeyes	NOT	POS
pretty much you dont even have to say anythingjust wear a maga hat	NOT	POS
you are so correct the democratic party for slavery and pronazi gun control	OFF	NEG
also he supports antifa	NOT	POS
just another tool in my toolbox its an inanimate object unless i animate it its not gun control we need its mental health control	NOT	POS
so you are content to let the government control your life	NOT	POS
loool rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing facewithtearsofjoy rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughing facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy   purpleheart you are playing waaaay too rough here skull   i cant stop stopsign laughing facewithtearsofjoy thankyou	NOT	POS
looks like he is in the middle of shitting his pants must have ate one booger too many	OFF	NEG
wethepeople do not want any gun control legislation it is against the constitution	NOT	POS
she is watches her move around so little to	NOT	POS
to the view all the persons involves in the show please you are better than this to have self promoting stripper on with her lawyer  please dont lower your standards	NOT	POS
exactly lol but smelling good is a must for me now if he get a new cologne then we talkin	NOT	POS
as clear as the mud ukgov are dumping off swansea corbyn offers no solutions amp no answers  being noncommittal on everything amp hoping not being the conservatives will get him elected westminster politics amp government have degenerated so much its no longer fit for purpose	OFF	POS
conspiracy theories abound	NOT	NEG
youre right they seemed pretty tuned into your conspiracy with russia maga trumplies	NOT	NEG
dont understand your logic anyways this is going nowhere this to me is not acceptable maybe you are ok with it	OFF	POS
oh yeah do you trust me give it  weeks and you will be begging for jameis fitzmagic turns fitztragic quick im a jets fan take my word and thebills word he is fools gold	NOT	POS
i know so upsetting loudlycryingface facewithtearsofjoy	OFF	NEG
love her she is beautiful revolvinghearts sparklingheart twohearts purpleheart yellowheart beatingheart greenheart	NOT	POS
you still have not addressed your solution to make schools saferyou just preach more gun controlwhat are your solutions	OFF	NEG
investigation reveals it is highly probable it is an isis attack worst case scenario a joint isisantifa attack	OFF	NEG
did you know that if you are awesome enough to get a cherry cola tattoo youre entitled to a drink on the house at cherrys for life cherries rollingonthefloorlaughing tropicaldrink	NOT	POS
how about yours chaplain liberals are fools	OFF	NEG
and again you are proving your a dog	OFF	POS
president trumps economy is the rising tide that is lifting all boats this is especially true for hispanics who were among the biggest victims of the lowgrowth highregulation economy under obama  hispanics flourishing in trump economy votered maga	NOT	POS
whats that gif called	NOT	POS
you are so beautiful	NOT	POS
also he is not even accused of rape	NOT	NEG
just read that flaming pile of garbage you wrote and the national review calls an article why are liberals losing their minds when the president is being investigated for collusion with a foreign government why is he nominating anyone for a supreme court appt	OFF	POS
think its disgusting more money is being spent in my opinion they need to look closer to home wear she is	NOT	NEG
antifa constantly lies and	NOT	NEG
he is irrelevant	NOT	POS
happyhappy birthday missyredheart redheart redheart redheart redheart redheart redheart redheart smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes	NOT	POS
awewww u falling for back up after blocking people facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy end of days my man their all going down this is day one give me a month and we will strip the fascist antifa and mugs like you of all secrecy	NOT	NEG
i feel her emotion and almost cry when watch her saying in this film for nd time she is strong	NOT	POS
they are both governmental issues this lady is mad that the government uses a portion of taxes to support planned parenthood which offers abortions i said if she is really pro life then stop supporting the taxes that help israel kill palestinians kills school children	OFF	NEG
she is the reason im getting my life together lol	NOT	POS
she is correct corbyn and mcdonald would be just like the old glc under j mc	NOT	POS
remember him defending antifa i member	NOT	POS
amp until now my granny is still kinda mean at times shes a very nice person tbh but a bit mean ummm maybe thats how she is	NOT	POS
that food you made was so mf good thank you loudlycryingface lol	NOT	POS
disgusting of the dallas pd to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is  in the wrong	OFF	NEG
oh please every network is reporting this this is bullshit obviously but stop pretending its just fox your political bigotry is showing	OFF	NEG
antifa i guess	NOT	POS
now thats what i call gun control winkingface	NOT	NEG
im tired off that piss poor excuse from conservatives which is pretty much synonymous with bigot nowadays its not fear they feel its shame the same shame all hypocrites feel	NOT	NEG
i was thinking  from antifa n  from the nazi type ideology  wont argue though	NOT	POS
a few steps to pivot away from china  tpp trump pacific partnership  tell us companies to offshore to other countries  ban products from china that include stolen intellectual property  no disclosing ip to do business in china maga	NOT	NEG
those idiots are fringe right they are hated by most conservatives	OFF	NEG
be careful you know the terrorist arm of the antifa is going to show up an try something	NOT	NEG
hey mary did you see this on your profile followed by no one you know twitter trying to keep conservatives from connecting stopthebias	NOT	NEG
bitch what do you mean get it by pristin no	OFF	NEG
you cut it early or you would have heard their complaints  smh	NOT	NEG
gtgtgtgtsimcoe mountain range she is bruin  bustingbeardown hunting	NOT	POS
just imagine if the two million spent on the security for the next royal wedding were allocated elsewhere	NOT	POS
sadiqkhant says me must remember children in warzones  does this include london mr mayor your balloon had more substance than you  mayoroflondon maga mbga mega mcga conservatives patriots	NOT	POS
you are so welcome i know i just speak what every one is thinking its a good meeting place for us all redheart	NOT	POS
its amusing and sickening to watch these scientists twist themselves into knots to justify their gun control agenda gunsense is dishonest through and through	OFF	NEG
it is a cult  i pointed that out to my brother  he has over  fb followers who love to talk hate and bash liberals  i referred to them as his rightwing cult	NOT	POS
shes brilliant you are not	NOT	POS
fake news is term used rather than the word deception  maga walkaway redtsunami	NOT	NEG
she is loudlycryingface	NOT	POS
most epic moment in  sentences  graaawrl wyvern for breakfast guys you are so dumb the healer has to babysit you and fire this shit try of a dragon because of your foolishness also we need to bury the half body of our tank and try to get out his other half from its stomach	OFF	NEG
liberals are trying to destroy all conservative men  time to criminally charge and jail these liars that try to destroy a man	OFF	NEG
you do remember  weeks ago the coach for the maryland terps football squad im sure his parents thought the same thing coach was a capricorn you dick head you are in competent stephen a smith	NOT	POS
henry is so fucking great and was def my sickkidsinlove inspo and i love him and his death is a problem	OFF	POS
judicial watch sues for records of fbi  interviews with demoted justice department official bruce ohr  tcot maga rednationrising	OFF	POS
he is a lying stack of shit too	OFF	NEG
fighting the lies with one letter  q qanon qarmy maga wethepeople followthewhiterabbit wwgwga spygate redwaverising enoughisenough walkaway propaganda	NOT	NEG
i cant cuz that nigga retarded smh	OFF	NEG
id point out he is an australian and we dont have free speech like in the us and we do have hate speech laws which people have been convicted under this is skirts it enough to hint and point out but room to deny	OFF	NEG
another example of the when they go low we go high lying liberals  conservatives are experts at enduring their escapades and voting the right person in anyway  this is so predictable now its like a dance	NOT	NEG
musicalnoteda na na namusicalnote you found joshs sex life	NOT	POS
amazing that the dems are always the ones who hear the whistle	OFF	POS
cuz hes coming you bruh	NOT	POS
uhh he is so cute i dont know what it is about a strong mans man i luv lol especially that can fight i guess bc i had to grow up being able to hold mines being so short to the point you dont have to worry about fighting anymore	NOT	POS
the black helmets would have been hotter	NOT	POS
can go straight the crapper ill never support another team again	OFF	NEG
he is so cute	NOT	POS
he is always looking out	NOT	POS
i hear he is having an mei on his knee due to the pressure exerted  lol	NOT	POS
i bet more gun control is your answer	NOT	NEG
and trump fans are bullies antifa  steve scalise   resists movement   you need to get off cnn and msnbc	OFF	POS
and the last one when she is with herself the truest personality	NOT	POS
sure  but lots of folk arent actually liberals but do want a sensible torylabour party to vote for theyre not well served by our political system atm	NOT	POS
thank you first lady for your service to the usa and putting up with the vile liberal hoard everyday you are a true patriot maga	NOT	POS
documents must be getting close to this crook	OFF	POS
he should be removed with the rest of the islamic invaders	OFF	POS
following all unitedstates	NOT	POS
now we just need antifa outside when they confirm kavanaugh	NOT	POS
im expecting a video from	NOT	POS
you are a bitter hateful woman who is ruining herself	OFF	NEG
democrats want more gun control  i say    go to the range and practice  you will get better   nra maga	NOT	POS
what color is the sky in your world ive never seen a group of people so utterly delusional amp in denial as liberals since trump won you guys need to just get over it and sorry there simply was no russiacollusion liberalismisamentaldisorder fisagate deepstateisreal	NOT	POS
god i hope not	NOT	POS
especially after liberals were found buying and bribing for a no vote in kavanaugh	NOT	NEG
i love both of u but more jennifer as she is my first crush and love	NOT	POS
god speed bandit	NOT	POS
his paycheck will hurt her feelingsfacewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy	NOT	NEG
i would say you have a serious case of bias have you seen the handiwork of antifa  have you seen the dems like maxine waters calling for trump officials to be harassed then laughing about it i could go on are you kidding me	NOT	POS
portugal fluked their way through  penalty shoot outs and cr didnt play the final	NOT	NEG
got to love the future of the democratic party though	NOT	POS
thank you president trump maga unitedstates redheart unitedstates redheart unitedstates redheart unitedstates redheart unitedstates redheart	NOT	POS
not here    maga unitedstates foldedhands unitedstates wwgwga unitedstates oncomingfist unitedstates	NOT	POS
gun control and divorce though	NOT	NEG
and we met him in the rain omg he is such an amazing person	NOT	POS
i trust him a lot more than the armchair quarterbacks on twitter  he makes mistakes because he is human  but he is one of the five best managers in the game today	NOT	POS
he is on the island dummy	NOT	POS
illinois strict ass gun control lets only the thugs and gang bangers have the guns which means a lot more violence	OFF	NEG
right total ocd right there lol yeahtotally gonna floss that sucker off	OFF	NEG
gday monique your son is very handsome i guess he is going to follow moms foot steps and become a forest pathologist lol rose rose rose	NOT	POS
what are you forgetting steve scalise being shot by a left wing nut job  the pillars of society known as antifa who beat ppl with chains and destroy property  ur defunk speaker maxine waters calling for chaos etc only  chars  watch something beside amp learn truth	NOT	NEG
michaelche this guy thunks only white repubs amp crackheads thank jesus guess you dont like christians money do you buddy good luck mike trying to have a lavish style off the backs of liberals facewithtearsofjoy facewithtearsofjoy thumbsdownmediumlightskintone	NOT	POS
another falsehood i dont think anyone wants to abolish the nd amendment a growing majority want sensible gun control in the form of better background checks and the banning of assault rifles trump will say and do anything to rile his base more snake oil	OFF	NEG
congratulations to our great american president we will be doing great things together maga  iq  wwgwga	NOT	POS
god help us	NOT	POS
really its been the dems that have been behind all violence from mass murderers to confrontations to antifa wake up	NOT	NEG
good news i hope their advertisers are getting free ad space	NOT	POS
thats it throw race into it again did you forget what happened to all the white women who accused bill clinton of sexual allegations the liberal democrats rallied around him liberals are the most disgusting disgraceful human beings that god created	OFF	NEG
you meant to say for yourself now is it time to talk about gun control	NOT	NEG
ask him what hes protesting  certain it will be a convoluted answer	NOT	NEG
get that boy a pie stat	NOT	POS
kanye been cancel the moment he said slavery a choice and rock a maga hat imwithsnoop	OFF	NEG
you are sick in the head this man lost his daughter	OFF	NEG
conservatives left frustrated as congress passes big spending bills  tcot	NOT	NEG
levistrauss ceo takes a side on gun control its inevitable that were going to alienate some consumers	NOT	NEG
fuck if i fry with no money imagine if there was	OFF	NEG
i wonder if the liberals realize how much the jihadis despise them probably not	NOT	NEG
aj nahin to kal tum ko bi marna hy you are bad thinking	NOT	NEG
playing dirty is the only way liberals can win at this point  they are shameless	OFF	POS
i cant believe he didnt work in comet pizza now that alex jones is muted these conservatives are so lost	OFF	NEG
this is rich coming from the spokesperson of an organization that blocks every commonsense gun control bill every one	NOT	POS
one thing is for surewe know she didnt write the oped as she is dumber than a bucket of rocks	OFF	NEG
she is very cute so she can get away with this	NOT	POS
